"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"rand_ratio";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"country";"age_group";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"n_sessions_arm1";"mean_age";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";".id"
"670";"Scogin, 1987";"cbt";"other ctr";"cbt (cognitive bibliotherapy)";"other ctr";0,714041195786922;0,502749005952446;"msd";"bdi-1";"self-report";5;2,8;9;8,4;5,9;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,4;4,8;9;10,1;6,8;8;10;8;1;0;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"sr";0;1;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_bdi-1_post_0_self-report_cbt_otherctr_cbt(cognitivebibliotherapy)_otherctr"
"671";"Scogin, 1987";"cbt";"other ctr";"cbt (cognitive bibliotherapy)";"other ctr";0,860070741999427;0,510157942071217;"msd";"gds";"self-report";9,8;5,5;9;16,3;8,7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,6;7,3;9;16,9;7,6;8;10;8;1;0;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"sr";0;1;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_gds_post_0_self-report_cbt_otherctr_cbt(cognitivebibliotherapy)_otherctr"
"672";"Scogin, 1987";"cbt";"other ctr";"cbt (cognitive bibliotherapy)";"other ctr";0,917539713283226;0,513416306980061;"msd";"hdrs-17";"clinician";7,6;4,1;9;10,9;2,4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,1;5,1;9;13,4;2,1;8;10;8;1;0;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"0";0;0;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_hdrs_post_0_clinician_cbt_otherctr_cbt(cognitivebibliotherapy)_otherctr"
"673";"Scogin, 1987";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";1,08079329165348;0,523686013129026;"msd";"bdi-1";"self-report";5;2,8;9;9,6;5,1;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,4;4,8;9;10,3;5,4;8;10;11;1;3;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"sr";0;1;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_bdi-1_post_0_self-report_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"674";"Scogin, 1987";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";1,1876658378001;0,531189188281868;"msd";"gds";"self-report";9,8;5,5;9;16,8;5,7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,6;7,3;9;16,8;7,7;8;10;11;1;3;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"sr";0;1;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_gds_post_0_self-report_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"675";"Scogin, 1987";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";1,75841962997746;0,580567196485935;"msd";"hdrs-17";"clinician";7,6;4,1;9;16,6;5,6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,1;5,1;9;15,5;4,5;8;10;11;1;3;1;1987;0;"post";"n";"gsh";"gsh";"us";"old";0,79;"com";"cut";"old";0;0;"0";0;0;4;70,54;NA;NA;NA;NA;NA;NA;"Scogin F, Hamblin D, Beutler L. Bibliotherapy for depressed older adults: A self-help alternative. The Gerontologist. 1987;27(3):383-7.";"Scogin_1987_msd_hdrs_post_0_clinician_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"676";"Scogin, 1989";"cbt";"wl";"cbt (behavioral bibliotherapy)";"wl";-0,271198524170916;0,318131472161595;"msd";"gds";"self-report";14,1;6,3;19;12,4;6;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,8;6,4;19;12,9;6,2;21;10;11;1;3;1;1989;0;"post";"n";"gsh";"gsh";"us";"old";0,85;"com";"cut";"old";0;0;"sr";0;1;4;68,34;NA;NA;NA;NA;NA;NA;"Scogin F, Jamison C, Gochneaur K. Comparative efficacy of cognitive and behavioral bibliotherapy for mildly and moderately depressed older adults. Journal of Consulting and Clinical Psychology. 1989;57(3):403-7.";"Scogin_1989_msd_gds_post_0_self-report_cbt_wl_cbt(behavioralbibliotherapy)_wl"
"677";"Scogin, 1989";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";0,600766522140835;0,315755621391712;"msd";"gds";"self-report";9,1;4,7;21;12,4;6;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,7;6,2;21;12,9;6,2;21;10;11;1;3;1;1989;0;"post";"n";"gsh";"gsh";"us";"old";0,85;"com";"cut";"old";0;0;"sr";0;1;4;68,34;NA;NA;NA;NA;NA;NA;"Scogin F, Jamison C, Gochneaur K. Comparative efficacy of cognitive and behavioral bibliotherapy for mildly and moderately depressed older adults. Journal of Consulting and Clinical Psychology. 1989;57(3):403-7.";"Scogin_1989_msd_gds_post_0_self-report_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"678";"Scogin, 1989";"cbt";"wl";"cbt (behavioral bibliotherapy)";"wl";0,955495171161147;0,334858339660493;"msd";"hdrs-17";"clinician";9,7;5,7;19;15,9;6,9;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,8;4,8;19;16,4;5,2;21;10;11;1;3;1;1989;0;"post";"n";"gsh";"gsh";"us";"old";0,85;"com";"cut";"old";0;0;"0";0;0;4;68,34;NA;NA;NA;NA;NA;NA;"Scogin F, Jamison C, Gochneaur K. Comparative efficacy of cognitive and behavioral bibliotherapy for mildly and moderately depressed older adults. Journal of Consulting and Clinical Psychology. 1989;57(3):403-7.";"Scogin_1989_msd_hdrs_post_0_clinician_cbt_wl_cbt(behavioralbibliotherapy)_wl"
"679";"Scogin, 1989";"cbt";"wl";"cbt (cognitive bibliotherapy)";"wl";1,49759013672046;0,350677342378305;"msd";"hdrs-17";"clinician";7,5;3,6;21;15,9;6,9;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,3;3,7;21;16,4;5,2;21;10;11;1;3;1;1989;0;"post";"n";"gsh";"gsh";"us";"old";0,85;"com";"cut";"old";0;0;"0";0;0;4;68,34;NA;NA;NA;NA;NA;NA;"Scogin F, Jamison C, Gochneaur K. Comparative efficacy of cognitive and behavioral bibliotherapy for mildly and moderately depressed older adults. Journal of Consulting and Clinical Psychology. 1989;57(3):403-7.";"Scogin_1989_msd_hdrs_post_0_clinician_cbt_wl_cbt(cognitivebibliotherapy)_wl"
"680";"Scogin, 2018";"cbt";"other ctr";NA;NA;0,399552364021606;0,174680376728616;"msd";"hscl-d";"clinician";11,73;9,14;70;16,06;12,32;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,54;11,55;70;18,48;10,46;64;22;18;12;6;1;2014;0;"post";"n";"ind";"ind";"us";"olderold";0,83;"com";"cut";"old";1;1;"1";1;4;12;75,4;NA;NA;NA;NA;NA;NA;"Scogin F, Lichstein K, DiNapoli EA, et al. Effects of integrated telehealth-delivered cognitive-behavioral therapy for depression and insomnia in rural older adults. Journal of psychotherapy integration 2018; 28(3): 292‐309.";"Scogin_2018_msd_hscl-d_post_0_clinician_cbt_otherctr_NA_NA"
"681";"Scott, 1990";"cbt";"wl";"cbt (individual ct+cau)";"wl";0,546329624308876;0,289129861561974;"msd";"bdi-1";"self-report";16,81;10,58;27;22,78;10,96;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,56;6,07;27;27,43;6,59;23;27;23;8;4;1;1990;0;"post";"n";"ind";"ind";"uk";"adul";0,7;"clin";"mood";"adul";0;0;"sr";1;2;12;33;NA;NA;NA;NA;NA;NA;"Scott MJ, Stradling SG. Group cognitive therapy for depression produces clinically significant reliable change in community-based settings. Behavioural Psychotherapy. 1990;18(01):1-19.";"Scott_1990_msd_bdi-1_post_0_self-report_cbt_wl_cbt(individualct+cau)_wl"
"682";"Scott, 1990";"cbt";"wl";"cbt (group ct+cau)";"wl";0,822675402051657;0,333328924476896;"msd";"bdi-1";"self-report";13,82;10,27;17;22,78;10,96;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,24;5,32;17;27,43;6,59;23;17;23;7;4;1;1990;0;"post";"n";"grp";"grp";"uk";"adul";0,7;"clin";"mood";"adul";0;0;"sr";1;2;12;33;NA;NA;NA;NA;NA;NA;"Scott MJ, Stradling SG. Group cognitive therapy for depression produces clinically significant reliable change in community-based settings. Behavioural Psychotherapy. 1990;18(01):1-19.";"Scott_1990_msd_bdi-1_post_0_self-report_cbt_wl_cbt(groupct+cau)_wl"
"683";"Scott, 1992";"cbt";"cau";"cbt (cbt)";"cau";0,245340275511032;0,263625986360672;"msd";"hdrs-17";"clinician";6,7;6,1;29;8,4;7,5;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,3;5,4;29;19,7;5,4;29;30;30;1;1;1;1992;0;"post";"n";"ind";"ind";"uk";"adul";0,75;"clin";"mdd";"adul";0;1;"1";1;3;16;31,79;NA;NA;NA;NA;NA;NA;"Scott AI, Freeman CP. Edinburgh primary care depression study: Treatment outcome, patient satisfaction, and cost after 16 weeks. BMJ. 1992;304(6831):883-7.";"Scott_1992_msd_hdrs_post_0_clinician_cbt_cau_cbt(cbt)_cau"
"684";"Scott, 1992";"sup";"cau";"sup (social work counselling)";"cau";0,525040501684012;0,267221285580716;"msd";"hdrs-17";"clinician";4,9;5,5;29;8,4;7,5;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,7;5,7;29;19,7;5,4;29;30;30;1;1;1;1992;0;"post";"n";"ind";"ind";"uk";"adul";0,75;"clin";"mdd";"adul";0;1;"1";1;3;16;31,79;NA;NA;NA;NA;NA;NA;"Scott AI, Freeman CP. Edinburgh primary care depression study: Treatment outcome, patient satisfaction, and cost after 16 weeks. BMJ. 1992;304(6831):883-7.";"Scott_1992_msd_hdrs_post_0_clinician_sup_cau_sup(socialworkcounselling)_cau"
"685";"Scott, 1997";"cbt";"cau";NA;NA;0,461449752103397;0,348339372162561;"msd";"bdi-1";"self-report";17,7;10;18;22,7;11,2;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,2;6;24;29,8;6,2;24;24;24;6;8;1;1997;0;"post";"n";"ind";"ind";"uk";"adul";0,67;"clin";"mdd";"adul";0;0;"sr";0;1;6;41;NA;NA;NA;NA;NA;NA;"Scott C, Tacchi MJ, Jones R, Scott J. Acute and one-year outcome of a randomised controlled trial of brief cognitive therapy for major depressive disorder in primary care. The British Journal of Psychiatry. 1997;171:131-4.";"Scott_1997_msd_bdi-1_post_0_self-report_cbt_cau_NA_NA"
"686";"Scott, 1997";"cbt";"cau";NA;NA;0,484185361335838;0,348815097550655;"msd";"hdrs-17";"clinician";13,5;5,3;18;16,5;6,8;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,4;5,3;24;22,5;4,9;24;24;24;6;8;1;1997;0;"post";"n";"ind";"ind";"uk";"adul";0,67;"clin";"mdd";"adul";0;0;"1";0;1;6;41;NA;NA;NA;NA;NA;NA;"Scott C, Tacchi MJ, Jones R, Scott J. Acute and one-year outcome of a randomised controlled trial of brief cognitive therapy for major depressive disorder in primary care. The British Journal of Psychiatry. 1997;171:131-4.";"Scott_1997_msd_hdrs_post_0_clinician_cbt_cau_NA_NA"
"687";"Segal, 2020";"3rd";"cau";NA;NA;0,568563332269902;0,109611032423101;"msd";"phq-9";"self-report";4,39;3,07;157;6,48;4,09;193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,2;1,41;230;7,29;1,53;230;230;230;66;32;1;2020;12;"post";"n";"gsh";"gsh";"us";"adul";0,76;"oth";"cut";"adul";1;1;"sr";1;4;5;48;NA;NA;NA;NA;NA;NA;"Segal, Z. V., Dimidjian, S., Beck, A., Boggs, J. M., Vanderkruik, R., Metcalf, C. A., . . . Levy, J. (2020). Outcomes of Online Mindfulness-Based Cognitive Therapy for Patients with Residual Depressive Symptoms: A Randomized Clinical Trial. JAMA Psychiatry, 77(6), 563-573. doi:10.1001/jamapsychiatry.2019.4693";NA
"688";"Segre, 2015";"other psy";"wl";NA;NA;0,132508017776822;0,270943294626429;"msd";"epds";"self-report";10,33;6,03;39;11,14;6,04;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,18;3,97;39;15,1;4,44;21;41;25;2;4;2;2015;0;"post";"n";"ind";"ind";"us";"adul";1;"oth";"cut";"oth";1;0;"sr";1;3;5;26,3;NA;NA;NA;NA;NA;NA;"Segre LS, Brock RL, O'Hara MW. Depression treatment for impoverished mothers by point-of-care providers: A randomized controlled trial. Journal of Consulting and Clinical Psychology. 2015;83(2):314-24.";"Segre_2015_msd_epds_post_0_self-report_otherpsy_wl_NA_NA"
"689";"Segre, 2015";"other psy";"wl";NA;NA;0,201918835084288;0,271309478772781;"msd";"idas-gd";"self-report";44,67;15,14;39;47,86;16,42;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,13;12,77;39;57,33;13,79;21;41;25;2;4;2;2015;0;"post";"n";"ind";"ind";"us";"adul";1;"oth";"cut";"oth";1;0;"sr";1;3;5;26,3;NA;NA;NA;NA;NA;NA;"Segre LS, Brock RL, O'Hara MW. Depression treatment for impoverished mothers by point-of-care providers: A randomized controlled trial. Journal of Consulting and Clinical Psychology. 2015;83(2):314-24.";"Segre_2015_msd_idas-gd_post_0_self-report_otherpsy_wl_NA_NA"
"690";"Segre, 2015";"other psy";"wl";NA;NA;0,422340223558215;0,273470061093511;"msd";"hdrs-17";"clinician";11,03;7,3;39;14,29;8,19;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,39;6,52;39;16,57;6,56;21;41;25;2;4;2;2015;0;"post";"n";"ind";"ind";"us";"adul";1;"oth";"cut";"oth";1;0;"1";1;3;5;26,3;NA;NA;NA;NA;NA;NA;"Segre LS, Brock RL, O'Hara MW. Depression treatment for impoverished mothers by point-of-care providers: A randomized controlled trial. Journal of Consulting and Clinical Psychology. 2015;83(2):314-24.";"Segre_2015_msd_hdrs_post_0_clinician_otherpsy_wl_NA_NA"
"691";"Selmi, 1990";"cbt";"wl";"cbt (computer-administered cbt)";"wl";0,704309447552541;0,421606965182057;"msd";"scl";"self-report";1,11;0,72;12;1,65;0,76;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,76;0,61;12;1,98;0,55;12;12;12;0;0;1;1990;0;"post";"n";"gsh";"gsh";"us";"adul";0,64;"com";"mood";"adul";0;0;"sr";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_scl_post_0_self-report_cbt_wl_cbt(computer-administeredcbt)_wl"
"692";"Selmi, 1990";"cbt";"wl";"cbt (therapist-administered cbt)";"wl";0,717647625914326;0,422109336992362;"msd";"scl";"self-report";1,16;0,54;12;1,65;0,76;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,91;0,63;12;1,98;0,55;12;12;12;0;0;1;1990;0;"post";"n";"ind";"ind";"us";"adul";0,64;"com";"mood";"adul";0;0;"sr";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_scl_post_0_self-report_cbt_wl_cbt(therapist-administeredcbt)_wl"
"693";"Selmi, 1990";"cbt";"wl";"cbt (therapist-administered cbt)";"wl";0,754561158270172;0,423545489545075;"msd";"bdi-1";"self-report";11,64;8,2;12;18,5;9,32;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,18;7,19;12;22,92;5,02;12;12;12;0;0;1;1990;0;"post";"n";"ind";"ind";"us";"adul";0,64;"com";"mood";"adul";0;0;"sr";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_bdi-1_post_0_self-report_cbt_wl_cbt(therapist-administeredcbt)_wl"
"694";"Selmi, 1990";"cbt";"wl";"cbt (computer-administered cbt)";"wl";1,04622907924572;0,437182666611506;"msd";"bdi-1";"self-report";10,33;5,18;12;18,5;9,32;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,42;3,96;12;22,92;5,02;12;12;12;0;0;1;1990;0;"post";"n";"gsh";"gsh";"us";"adul";0,64;"com";"mood";"adul";0;0;"sr";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_bdi-1_post_0_self-report_cbt_wl_cbt(computer-administeredcbt)_wl"
"695";"Selmi, 1990";"cbt";"wl";"cbt (therapist-administered cbt)";"wl";1,63090820401432;0,475509471572165;"msd";"hdrs-17";"clinician";6,36;4,08;12;13,83;4,74;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,09;4,55;12;15,57;5;12;12;12;0;0;1;1990;0;"post";"n";"ind";"ind";"us";"adul";0,64;"com";"mood";"adul";0;0;"1";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_hdrs_post_0_clinician_cbt_wl_cbt(therapist-administeredcbt)_wl"
"696";"Selmi, 1990";"cbt";"wl";"cbt (computer-administered cbt)";"wl";2,01694557816261;0,507523290101055;"msd";"hdrs-17";"clinician";5,83;2,62;12;13,83;4,74;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,33;4,01;12;15,57;5;12;12;12;0;0;1;1990;0;"post";"n";"gsh";"gsh";"us";"adul";0,64;"com";"mood";"adul";0;0;"1";1;2;6;28,2;NA;NA;NA;NA;NA;NA;"Selmi PM, Klein MH, Greist JH, Sorrell SP, Erdman HP. Computer-administered cognitive-behavioral therapy for depression. American Journal of Psychiatry. 1990;147(1):51-6.";"Selmi_1990_msd_hdrs_post_0_clinician_cbt_wl_cbt(computer-administeredcbt)_wl"
"697";"Serfaty, 2009";"cbt";"cau";"cbt (cbt+cau)";"cau";0,171095289216605;0,184204810278659;"msd";"bdi-2";"self-report";18,4;10,8;64;20,3;11,3;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,3;8,7;70;27,7;7,7;67;70;67;6;12;1;2009;17;"post";"n";"ind";"ind";"uk";"old";0,79;"com";"mood";"old";1;1;"sr";1;4;7;74,1;NA;NA;NA;NA;NA;NA;"Serfaty MA, Haworth D, Blanchard M, Buszewicz M, Murad S, King M. Clinical effectiveness of individual cognitive behavioral therapy for depressed older people in primary care: A randomized controlled trial. Archives of General Psychiatry. 2009;66(12):1332-40.";"Serfaty_2009_msd_bdi-2_post_0_self-report_cbt_cau_cbt(cbt+cau)_cau"
"698";"Serfaty, 2009";"cbt";"other ctr";"cbt (cbt+cau)";"other ctr";0,179131683926712;0,18165778558034;"msd";"bdi-2";"self-report";18,4;10,8;64;20,2;9;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,3;8,7;70;26,4;6,9;67;70;67;6;9;1;2009;17;"post";"n";"ind";"ind";"uk";"old";0,79;"com";"mood";"old";1;1;"sr";1;4;7;74,1;NA;NA;NA;NA;NA;NA;"Serfaty MA, Haworth D, Blanchard M, Buszewicz M, Murad S, King M. Clinical effectiveness of individual cognitive behavioral therapy for depressed older people in primary care: A randomized controlled trial. Archives of General Psychiatry. 2009;66(12):1332-40.";"Serfaty_2009_msd_bdi-2_post_0_self-report_cbt_otherctr_cbt(cbt+cau)_otherctr"
"699";"Serfaty, 2020";"cbt";"cau";NA;NA;0,00900032435934722;0,164776387804919;"msd";"bdi-2";"self-report";21,3;11;69;21,4;11,1;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,2;10,4;115;24,5;9,7;115;115;115;46;36;1;2020;12;"post";"n";"ind";"ind";"uk";"old";0,66;"oth";"mdd";"med";1;1;"sr";1;4;5;59,5;NA;NA;NA;NA;NA;NA;"Serfaty, M., King, M., Nazareth, I., Moorey, S., Aspden, T., Tookman, A., . . . Jones, L. (2019). Manualised cognitive and behavioural therapy in treating depression in advanced cancer: the CanTalk RCT. Health Technology Assessment, 23(19), 1‐106. doi:10.3310/hta23190";"Serfaty_2020_msd_bdi-2_post_0_self-report_cbt_cau_NA_NA"
"700";"Serfaty, 2020";"cbt";"cau";NA;NA;0,190180533201422;0,165796313565988;"msd";"phq-9";"self-report";10,3;5,7;68;11,4;5,8;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;5,3;115;13,5;4,8;115;115;115;46;36;1;2020;12;"post";"n";"ind";"ind";"uk";"old";0,66;"oth";"mdd";"med";1;1;"sr";1;4;5;59,5;NA;NA;NA;NA;NA;NA;"Serfaty, M., King, M., Nazareth, I., Moorey, S., Aspden, T., Tookman, A., . . . Jones, L. (2019). Manualised cognitive and behavioural therapy in treating depression in advanced cancer: the CanTalk RCT. Health Technology Assessment, 23(19), 1‐106. doi:10.3310/hta23190";"Serfaty_2020_msd_phq-9_post_0_self-report_cbt_cau_NA_NA"
"701";"Serrano-Selva, 2012";"lrt";"other ctr";NA;NA;0,294811471791955;0,488823714426105;"msd";"mini";"clinician";3,1;3,4;9;4,1;3;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;1,3;9;6,7;1,5;8;18;19;9;1;1;2012;0;"post";"n";"ind";"ind";"eu";"old";0,84;"clin";"mdd";"old";0;0;"1";1;2;4;73,9;NA;NA;NA;NA;NA;NA;"Serrano Selva JP, Latorre Postigo JM, Ros Segura L, Navarro Bravo B, Aguilar Corcoles MJ, Nieto Lopez M, et al. Life review therapy using autobiographical retrieval practice for older adults with clinical depression. Psicothema. 2012;24(2):224-9.";"Serrano-Selva_2012_msd_mini_post_0_clinician_lrt_otherctr_NA_NA"
"702";"Serrano-Selva, 2012";"lrt";"other ctr";NA;NA;0,47662404813335;0,493485201869376;"msd";"gds";"self-report";14,1;9,8;9;18,5;7,4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,3;5,2;9;22,5;3,2;8;18;19;9;1;1;2012;0;"post";"n";"ind";"ind";"eu";"old";0,84;"clin";"mdd";"old";0;0;"sr";1;2;4;73,9;NA;NA;NA;NA;NA;NA;"Serrano Selva JP, Latorre Postigo JM, Ros Segura L, Navarro Bravo B, Aguilar Corcoles MJ, Nieto Lopez M, et al. Life review therapy using autobiographical retrieval practice for older adults with clinical depression. Psicothema. 2012;24(2):224-9.";"Serrano-Selva_2012_msd_gds_post_0_self-report_lrt_otherctr_NA_NA"
"703";"Serrano, 2004";"lrt";"cau";NA;NA;0,953068709718719;0,323172005594558;"msd";"ces-d";"self-report";20,45;7,25;20;27,61;7,48;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,7;6,76;20;27,61;6,29;23;25;25;5;2;1;2004;0;"post";"n";"ind";"ind";"eu";"olderold";0,77;"oth";"cut";"old";0;0;"sr";0;1;4;77,19;NA;NA;NA;NA;NA;NA;"Serrano JP, Latorre JM, Gatz M, Montanes J. Life review therapy using autobiographical retrieval practice for older adults with depressive symptomatology. Psychology and Aging. 2004;19(2):270-7.";"Serrano_2004_msd_ces-d_post_0_self-report_lrt_cau_NA_NA"
"704";"Shan, 2022";"cbt";"cau";NA;NA;0,629747369607881;0,250700548687988;"change";"hdrs-17";"clinician";NA;NA;NA;NA;NA;NA;-9,23;2,67;35;-7,38;3,14;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;45;10;13;1;2022;12;"post";"n";"ind";"ind";"eas";"old";0,64;"oth";"modd";"med";1;1;"1";0;3;10;62,81;NA;NA;NA;NA;NA;NA;"Shan, Q., Xinxin, S., Zhijuan, X., Rongjing, D., & Minjie, Z. (2022). Effects of Cognitive Behavior Therapy on Depression, Illness Perception, and Quality of Life in Atrial Fibrillation Patients. Frontiers in Psychiatry, 13. doi:10.3389/fpsyt.2022.830363";"Shan_2022_change_hrds-17_post_12_clinician_cbt_cau_NA_NA"
